Name,Team,WAR,playerid
Sam Jackson,BSN,0.0,1006312
Bert Hall,PHI,0.0,1005233
Dave Danforth,PHA,0.0,1002966
Jack Warner,CHC,0.0,1013634
Ed Spiezio,STL,0.0,1012340
George Hale,SLB,0.0,1005222
John Middleton,CLE,0.0,1008844
George Stueland,CHC,0.0,1012646
Bill Hallahan,STL,0.0,1005229
Al Tedrow,CLE,0.0,1012902
Barney White,BRO,0.0,1013852
Al Montgomery,BSN,0.0,1009069
Seth Greisinger,DET,0.0,467
Russ Nixon,CLE,0.0,1009609
Al Kellett,PHA,0.0,1006767
Lance McCullers,SDP,0.0,1008436
Joc Pederson,LAD,0.0,11899
Roxy Walters,NYY,0.0,1013590
Jim Chatterton,KCC,0.0,1002166
Pug Griffin,PHA,0.0,1005050
Ed Fallenstein,PHI,0.0,1003914
Barney Gilligan,BKA,0.0,1004721
Bill Hepler,NYM,0.0,1005681
Stew Bowers,BOS,0.0,1001255
George Hinshaw,SDP,0.0,1005849
Joe Crede,CHW,0.0,227
Danny Moeller,PIT,0.0,1009021
Wiley Davis,CIN,0.0,1003087
Jim Scott,CHW,0.0,1011684
Jonathan Pettibone,PHI,0.0,7106
George Armstrong,PHA,0.0,1000311
Leo Hafford,CIN,0.0,1005193
Bill Eagle,WAS,0.0,1003624
Ray Lucas,NYG,0.0,1007807
Charlie Vaughan,ATL,0.0,1013379
Randy Knorr,TOR,0.0,1007050
Bruce Boisclair,NYM,0.0,1001131
Terry Crowley,BAL,0.0,1002829
Lance McCullers Jr.,HOU,0.0,14120
Andy Cohen,NYG,0.0,1002400
Henry Adkinson,STL,0.0,1000076
Leon Williams,BRO,0.0,1014017
Sam Barnes,DET,0.0,1000574
Jim Keesey,PHA,0.0,1006758
George McVey,BRO,0.0,1008697
Marcos Carvajal,- - -,0.0,3216
Ralph McLeod,BSN,0.0,1008625
Logan Webb,SFG,0.0,17995
Erv Dusak,STL,0.0,1003600
Tony Armas,PIT,0.0,1000305
Steve Yerkes,BOS,0.0,1014341
John Smiley,PIT,0.0,1012084
Charlie Hoover,KCC,0.0,1006007
Ray McDavid,SDP,0.0,1008444
Randy Bobb,CHC,0.0,1001103
Marty Shay,CHC,0.0,1011828
Sumpter Clarke,CHC,0.0,1002311
Julio Valera,NYM,0.0,1013331
Deacon McGuire,- - -,0.0,1008553
Cy Falkenberg,PIT,0.0,1003913
Bruce Konopka,PHA,0.0,1007097
Dick Burwell,CHC,0.0,1001741
Max Macon,STL,0.0,1007932
Bob Savage,PHA,0.0,1011466
Michael Pineda,SEA,0.0,5372
Alex Beam,PIT,0.0,1000707
Bryse Wilson,ATL,0.0,19990
Rick Baldwin,NYM,0.0,1000487
Rollie Fingers,OAK,0.0,1004051
Tom O'Meara,CLE,0.0,1009800
Jim Derrington,CHW,0.0,1003222
Joe Giebel,PHA,0.0,1004680
Ray Foley,NYG,0.0,1004198
Joey Cora,SDP,0.0,1002607
Luis Valbuena,SEA,0.0,4969
Bill Otey,PIT,0.0,1009892
Harry Taylor,KCA,0.0,1012877
Bill Clemensen,PIT,0.0,1002331
Arnold Hauser,STL,0.0,1005501
Ray Burris,CHC,0.0,1001729
Robin Roberts,PHI,0.0,1011046
Bert Daly,PHA,0.0,1002953
Charlie See,CIN,0.0,1011715
Tony Murray,CHC,0.0,1009400
Walter Holke,NYG,0.0,1005946
Frank Crossin,SLB,0.0,1002806
George Aiton,SLB,0.0,1000094
Charlie Devens,NYY,0.0,1003241
Brian Barber,STL,0.0,1000525
Ralph Pond,BOS,0.0,1010432
Frank Fuller,DET,0.0,1004392
Bernie Duffy,PIT,0.0,1003530
Al Aber,CLE,0.0,1000016
Alex Taveras,HOU,0.0,1012851
Mike Ryan,BOS,0.0,1011347
Jim Mains,PHA,0.0,1008000
Jim Waugh,PIT,0.0,1013687
Kid Madden,BSN,0.0,1007942
Tige Stone,STL,0.0,1012574
Charlie Kavanagh,CHW,0.0,1006720
Hank Thompson,SLB,0.0,1013012
Joba Chamberlain,NYY,0.0,2692
Reese Diggs,WAS,0.0,1003294
C.J. Nitkowski,CIN,0.0,570
Frank Motz,PHI,0.0,1009263
Barney Pelty,SLB,0.0,1010136
Hugh McQuillan,BSN,0.0,1008685
Mike Hegan,NYY,0.0,1005583
Darrell Sutherland,NYM,0.0,1012737
Arnold Umbach,MIL,0.0,1013275
John Wells,BRO,0.0,1013769
Ray Hayworth,DET,0.0,1005537
Emilio Palmero,NYG,0.0,1009972
Bumpus Jones,CIN,0.0,1006533
Bob Kahle,BSN,0.0,1006664
Trea Turner,WSN,0.0,16252
Andy Lapihuska,PHI,0.0,1007337
George Stablein,SDP,0.0,1012372
Zip Zabel,CHC,0.0,1014402
Howie Reed,KCA,0.0,1010766
Howie Haworth,CLE,0.0,1005519
Mark Buehrle,CHW,0.0,225
Zeke Wrigley,WAS,0.0,1014298
Earl Battey,CHW,0.0,1000670
Bill Piercy,NYY,0.0,1010325
Ziggy Hasbrook,CHW,0.0,1005472
Vito Tamulis,NYY,0.0,1012817
Frank Figgemeier,PHI,0.0,1004035
Doc Scanlan,PIT,0.0,1011490
Tom Niedenfuer,LAD,0.0,1009578
Cap Crowell,PHA,0.0,1002824
Bob McNamara,PHA,0.0,1008657
Bob Way,CHW,0.0,1013688
Chet Hoff,NYH,0.0,1005898
Hal Schacker,BSN,0.0,1011504
Otis Stocksdale,WAS,0.0,1012552
Herb Kelly,PIT,0.0,1006800
Jake Livingstone,NYG,0.0,1007674
Les Tietje,CHW,0.0,1013063
Carlos Pascual,WAS,0.0,1010038
John Roach,NYG,0.0,1011012
Art Rico,BSN,0.0,1010941
Estevan Florial,NYY,0.0,19151
Ben Petrick,COL,0.0,1471
John Kelly,CLE,0.0,1006802
Cloyd Boyer,STL,0.0,1001281
Steve Gibralter,CIN,0.0,1004661
George Stultz,BSN,0.0,1012648
Leon Everitt,SDP,0.0,1003873
Victor Diaz,NYM,0.0,3424
Dan Ardell,LAA,0.0,1000294
John Rudderham,BSU,0.0,1011282
Wes Helms,ATL,0.0,94
Bryan Augenstein,ARI,0.0,936
Si Johnson,CIN,0.0,1006502
Karl Schnell,CIN,0.0,1011596
Normie Roy,BSN,0.0,1011269
Toots Shultz,PHI,0.0,1011942
Sheriff Blake,PIT,0.0,1001038
Dick Rudolph,NYG,0.0,1011284
Doug DeCinces,BAL,0.0,1003123
Earl Blackburn,- - -,0.0,1001011
Billy Kinloch,STL,0.0,1006945
Dick Adkins,PHA,0.0,1000073
John Lannan,WSN,0.0,7080
Edmundo Sosa,STL,0.0,17022
Neftali Feliz,TEX,0.0,18
Tom Gordon,KCR,0.0,282
Blake Beavan,SEA,0.0,338
Nate Cornejo,DET,0.0,462
Chris George,KCR,0.0,601
Tommy Hunter,TEX,0.0,1157
Dewon Brazelton,TBD,0.0,1195
Colby Lewis,TEX,0.0,1259
Brandon Lyon,TOR,0.0,1312
Felix Doubront,BOS,0.0,1478
Duaner Sanchez,- - -,0.0,1518
John Stephens,BAL,0.0,1569
Steve Bechler,BAL,0.0,1590
Jason Davis,CLE,0.0,1598
Franklyn German,DET,0.0,1603
Shane Loux,DET,0.0,1613
Andy Van Hekken,DET,0.0,1630
Ben Kozlowski,TEX,0.0,1634
Andy Pratt,ATL,0.0,1640
Francisco Rodriguez,ANA,0.0,1642
Seth McClung,TBD,0.0,1657
Wil Ledezma,DET,0.0,1669
Doug Waechter,TBD,0.0,1814
Felix Sanchez,CHC,0.0,1822
Ryan Madson,PHI,0.0,1852
Matt Moore,TBR,0.0,1890
David Aardsma,SFG,0.0,1902
Brian Bruney,ARI,0.0,1929
Francisco Cruceta,CLE,0.0,2104
Fernando Cabrera,CLE,0.0,2105
Brian Matusz,BAL,0.0,2646
Ross Detwiler,WSN,0.0,2859
Eddie Kunz,NYM,0.0,2862
Emiliano Fruto,SEA,0.0,3106
David Price,TBR,0.0,3184
Ervin Santana,LAA,0.0,3200
Travis Blackley,SEA,0.0,3234
Ambiorix Burgos,KCR,0.0,3246
Jordan Walden,LAA,0.0,3271
Matt Garza,MIN,0.0,3340
Jon Meloan,LAD,0.0,3355
Anthony Lerew,ATL,0.0,3440
Macay McBride,ATL,0.0,3475
Clay Buchholz,BOS,0.0,3543
Charlie Haeger,CHW,0.0,3545
Liam Hendriks,MIN,0.0,3548
Brandon League,TOR,0.0,3731
Cesar Jimenez,SEA,0.0,3762
Jose Ascanio,ATL,0.0,3951
Edward Mujica,CLE,0.0,3970
Edinson Volquez,TEX,0.0,3990
Enny Romero,TBR,0.0,4001
Alex Burnett,MIN,0.0,4065
Aaron Poreda,- - -,0.0,4313
Kyle Drabek,TOR,0.0,4359
Dan Meyer,ATL,0.0,4402
Kameron Loe,TEX,0.0,4422
Michael Bowden,BOS,0.0,4440
Sam Narron,TEX,0.0,4516
Travis Chick,SEA,0.0,4524
Zach Braddock,MIL,0.0,4553
Joel Zumaya,DET,0.0,4699
Craig Hansen,BOS,0.0,4798
Jesse Crain,MIN,0.0,4817
Brandon Maurer,SEA,0.0,4878
Wilmer Font,TEX,0.0,5257
Arodys Vizcaino,ATL,0.0,5498
Boone Logan,CHW,0.0,5525
Matt Harrison,TEX,0.0,5551
Bruce Rondon,DET,0.0,5766
Jhan Marinez,FLA,0.0,5830
Kelvin Herrera,KCR,0.0,6033
Aaron Laffey,CLE,0.0,6248
Abe Alvarez,BOS,0.0,6259
Scott Feldman,TEX,0.0,6283
Ryan Feierabend,SEA,0.0,6336
Henry Rodriguez,OAK,0.0,6371
Jake Odorizzi,KCR,0.0,6397
Rich Thompson,LAA,0.0,6422
Waldis Joaquin,SFG,0.0,6580
Carlos Carrasco,CLE,0.0,6632
Craig Kimbrel,ATL,0.0,6655
Nick Adenhart,LAA,0.0,6879
Ian Kennedy,NYY,0.0,6986
Merkin Valdez,SFG,0.0,7019
Trevor Bell,LAA,0.0,7074
Daniel Hudson,CHW,0.0,7146
Josh Rupe,TEX,0.0,7206
Gio Gonzalez,OAK,0.0,7448
Phil Hughes,NYY,0.0,7450
Cla Meredith,BOS,0.0,7613
Joe Ortiz,TEX,0.0,7955
J.D. Durbin,MIN,0.0,7992
Will Smith,KCR,0.0,8048
Huston Street,OAK,0.0,8258
Justin Verlander,DET,0.0,8700
Ryan Perry,DET,0.0,8799
Jeanmar Gomez,CLE,0.0,9033
Gregory Infante,CHW,0.0,9119
Brandon Morrow,SEA,0.0,9346
Jeremy Jeffress,MIL,0.0,9490
Ian Krol,WSN,0.0,10066
Aroldis Chapman,CIN,0.0,10233
Edwin Escobar,BOS,0.0,10337
Addison Reed,CHW,0.0,10586
Chris Sale,CHW,0.0,10603
Stephen Pryor,SEA,0.0,10663
Trevor Rosenthal,STL,0.0,10745
Mike Foltynewicz,HOU,0.0,10811
Aaron Sanchez,TOR,0.0,11490
Chance Ruffin,- - -,0.0,11745
Kyle Ryan,DET,0.0,11753
Yordano Ventura,KCR,0.0,11855
Michael Feliz,HOU,0.0,11903
Akeel Morris,NYM,0.0,12185
Nick Maronde,LAA,0.0,12530
Adrian Houser,MIL,0.0,12718
Carter Capps,SEA,0.0,12803
Alex Claudio,TEX,0.0,12890
Dylan Bundy,BAL,0.0,12917
Abel De Los Santos,WSN,0.0,12962
Mauricio Cabrera,ATL,0.0,12975
Andrew Faulkner,TEX,0.0,12982
Cam Bedrosian,LAA,0.0,13360
Sam Tuivailala,STL,0.0,13485
Dominic Leone,SEA,0.0,13763
Roberto Osuna,TOR,0.0,13764
Miguel Almonte,KCR,0.0,14139
Frankie Montas,CHW,0.0,14309
Wei-Chung Wang,MIL,0.0,14382
Yohander Mendez,TEX,0.0,14391
Jose Leclerc,TEX,0.0,14524
Jose Ruiz,SDP,0.0,14552
Keone Kela,TEX,0.0,14696
Jamie Callahan,NYM,0.0,14711
Jose Torres,SDP,0.0,14957
Corey Knebel,DET,0.0,15010
Kyle Crockett,CLE,0.0,15033
Trevor Gott,LAA,0.0,15046
Silvino Bracho,ARI,0.0,15051
Tyler Danish,CHW,0.0,15126
Miguel Castro,- - -,0.0,15684
Ronald Herrera,NYY,0.0,15688
Joe Jimenez,DET,0.0,15761
Zack Littell,MIN,0.0,15823
Victor Arano,PHI,0.0,15915
Jacob Lindgren,NYY,0.0,16215
Eduardo Paredes,LAA,0.0,16344
Gabriel Moya,MIN,0.0,16348
Bryan Abreu,HOU,0.0,16609
Luis Ortiz,BAL,0.0,16942
Michael Kopech,CHW,0.0,17282
Justus Sheffield,NYY,0.0,17285
Francis Martes,HOU,0.0,17303
David Paulino,HOU,0.0,17418
Jonathan Hernandez,TEX,0.0,17464
Tanner Scott,BAL,0.0,17586
Jose Alvarado,TBR,0.0,17780
Brock Burke,TEX,0.0,17968
Triston McKenzie,CLE,0.0,18000
Carson Fulmer,CHW,0.0,18311
Junior Fernandez,STL,0.0,18496
Edgar Garcia,PHI,0.0,19276
Walker Buehler,LAD,0.0,19374
Cionel Perez,HOU,0.0,19614
Kyle Wright,ATL,0.0,19665
Sixto Sanchez,MIA,0.0,19680
Darwinzon Hernandez,BOS,0.0,19848
Ian Anderson,ATL,0.0,19951
Jesus Luzardo,OAK,0.0,19959
Yennsy Diaz,TOR,0.0,20218
Deivi Garcia,NYY,0.0,20276
Brusdar Graterol,- - -,0.0,20367
Andres Munoz,SDP,0.0,20373
Rony Garcia,DET,0.0,20430
Huascar Ynoa,ATL,0.0,20468
Emmanuel Clase,TEX,0.0,21032
Miguel Yajure,NYY,0.0,21111
Humberto Castellanos,HOU,0.0,21183
Kris Bubic,KCR,0.0,21455
Luis Oviedo,PIT,0.0,21728
Braxton Garrett,MIA,0.0,21844
Gregory Santos,SFG,0.0,21894
Brailyn Marquez,CHC,0.0,21896
Trevor Rogers,MIA,0.0,22286
Chris Rodriguez,LAA,0.0,22310
Johan Oviedo,STL,0.0,22487
Luis Patino,- - -,0.0,22815
Garrett Crochet,CHW,0.0,27463
Reid Detmers,LAA,0.0,27468
Otto Bluege,CIN,0.0,1001091
Bob Daughters,BOS,0.0,1003007
Richard Dotson,CHW,0.0,1003424
Doug Hansen,CLE,0.0,1005325
Gary Hargis,PIT,0.0,1005358
Pedro Hernandez,TOR,0.0,1005709
John Henry Johnson,OAK,0.0,1006472
Matt Keough,OAK,0.0,1006858
Mel Kerr,CHC,0.0,1006875
Bill Marshall,BOS,0.0,1008133
Eddie Phillips,STL,0.0,1010290
Shane Rawley,SEA,0.0,1010719
Bret Saberhagen,KCR,0.0,1011355
Hank Schmulbach,SLB,0.0,1011591
Frank Tanana,CAL,0.0,1012818
Bill Nahorodny,PHI,0.0,1009442
Joey McLaughlin,ATL,0.0,1008614
Mike Cameron,CHW,0.0,1070
Milt Reed,- - -,0.0,1010772
Dustin Fowler,NYY,0.0,17098
Mike Hechinger,CHC,0.0,1005572
Santiago Guzman,STL,0.0,1005163
Tom Goodwin,LAD,0.0,1114
Leo Fishel,NYG,0.0,1004092
Tommy Cruz,STL,0.0,1002843
Art Fromme,STL,0.0,1004375
Buck Jordan,NYG,0.0,1006605
Bill Haeffner,PHA,0.0,1005188
Taijuan Walker,SEA,0.0,11836
Chris McFarland,BAL,0.0,1008488
Ed Morris,CHC,0.0,1009205
Len Madden,CHC,0.0,1007943
Dave Rowe,CHI,0.0,1011252
Terry Hughes,CHC,0.0,1006162
Steven Moya,DET,0.0,11854
Dick Schofield,CAL,0.0,1011602
Bill Atkinson,MON,0.0,1000350
Earle Brucker,PHA,0.0,1001577
Eddie Kolb,CLE,0.0,1007085
Jimmy Jones,SDP,0.0,1006569
Jim Korwan,BRO,0.0,1007114
Wish Egan,DET,0.0,1003703
Silvio Martinez,STL,0.0,1008196
Sammy White,BOS,0.0,1013892
Tom Miller,BSN,0.0,1008937
A.J. Pierzynski,MIN,0.0,746
Bill Singer,LAD,0.0,1012007
Fred Brainerd,NYG,0.0,1001336
Salomon Torres,SFG,0.0,1628
Mark Ballinger,CLE,0.0,1000494
Pop Swett,BSR,0.0,1012786
John Halla,CLE,0.0,1005230
Bobby Murcer,NYY,0.0,1009338
Rube Kroh,- - -,0.0,1007170
Russ Kemmerer,BOS,0.0,1006824
Jack Gleason,STL,0.0,1004768
Ken Rudolph,CHC,0.0,1011288
Boom-Boom Beck,SLB,0.0,1000738
Jeff Mathis,LAA,0.0,3448
Ken Poulsen,BOS,0.0,1010477
Augie Walsh,PHI,0.0,1013566
Joe Rabbitt,CLE,0.0,1010624
Stan Fansler,PIT,0.0,1003926
Miguel Montero,ARI,0.0,3364
Drew Pomeranz,COL,0.0,11426
Joe Schaffernoth,CHC,0.0,1011512
Les Cox,CHW,0.0,1002705
Keith Marshall,KCR,0.0,1008142
Jake Thompson,PHI,0.0,14371
Herold Juul,BKF,0.0,1006659
Ken Berry,CHW,0.0,1000908
Doug Clarey,STL,0.0,1002262
Tom Earley,BSN,0.0,1003629
Domingo Santana,- - -,0.0,10348
Paddy Livingston,CLE,0.0,1007676
Sammy Ellis,CIN,0.0,1003753
Paul Busby,PHI,0.0,1001744
Joe Miller,WSN,0.0,1008905
Duster Mails,BRO,0.0,1007998
Henry Wilson,BAL,0.0,1014084
Orlando Alvarez,LAD,0.0,1000197
Bunky Stewart,WAS,0.0,1012518
Lem Hunter,CLE,0.0,1006204
Steve Partenheimer,DET,0.0,1010033
Severino Gonzalez,PHI,0.0,14697
Lawrence Freund,LOU,0.0,1004357
Steve Korcheck,WAS,0.0,1007111
Scott Moore,CHC,0.0,4390
Clyde Goodwin,WAS,0.0,1004862
Lefty Wolf,PHA,0.0,1014196
Bob Carpenter,NYG,0.0,1001976
Perry Currin,SLB,0.0,1002892
Murphy Currie,STL,0.0,1002891
Tom Smith,BSN,0.0,1012210
Howie Carter,CIN,0.0,1002016
Roy Hitt,CIN,0.0,1005864
Ted Blankenship,CHW,0.0,1001054
Ed Coughlin,BUF,0.0,1002670
John Kelleher,- - -,0.0,1006777
Randall Delgado,ATL,0.0,5985
Hal O'Hagan,WAS,0.0,1009749
Stan Coveleski,PHA,0.0,1002682
Johnny Tillman,SLB,0.0,1013067
Rod Dedeaux,BRO,0.0,1003131
Ted Gray,DET,0.0,1004978
Art Evans,CHW,0.0,1003858
Frank Kalin,PIT,0.0,1006679
Chick Bowen,NYG,0.0,1001246
George Lauzerique,- - -,0.0,1007385
Trot Nixon,BOS,0.0,204
Emilio Bonifacio,ARI,0.0,4054
Ambrose Puttmann,NYH,0.0,1010578
Rube Schauer,NYG,0.0,1011529
Jordan Hicks,STL,0.0,19618
Jose Castillo,SDP,0.0,17169
Damian Rolls,TBD,0.0,1222
Lew Fonseca,CIN,0.0,1004205
Moose Haas,MIL,0.0,1005172
Kurt Miller,FLA,0.0,1008913
Cy Barger,NYH,0.0,1000541
John Rabb,SFG,0.0,1010625
La Rue Kirby,NYG,0.0,1006963
Dot Fulghum,PHA,0.0,1004388
Elvis Luciano,TOR,0.0,20632
Charlie Kalbfus,WST,0.0,1006676
Ricky Bones,SDP,0.0,1001161
Kyle Davies,ATL,0.0,3642
Edwin Diaz,SEA,0.0,14710
John Bogart,DET,0.0,1001119
John Henry,- - -,0.0,1005674
Ariel Jurado,TEX,0.0,17030
Jeurys Familia,NYM,0.0,5114
Cody Ross,DET,0.0,1760
Tim Collins,KCR,0.0,3164
John Burkett,SFG,0.0,179
Rod Gilbreath,ATL,0.0,1004700
Jen-Ho Tseng,CHC,0.0,15524
Jose Dominguez,LAD,0.0,11571
Paco Rodriguez,LAD,0.0,13398
Mike Shannon,STL,0.0,1011797
Walt Johnson,CHW,0.0,1006512
Henderson Alvarez,TOR,0.0,5669
Mike Judd,LAD,0.0,1006639
Bob Neighbors,SLB,0.0,1009489
Rosario Rodriguez,PIT,0.0,1011112
Ray Herbert,DET,0.0,1005684
Pete Ladd,HOU,0.0,1007245
Buck Freeman,WAS,0.0,1004316
Tony Cingrani,CIN,0.0,12555
Tim Drummond,PIT,0.0,1003514
Ray Crone,MIL,0.0,1002791
Red Marion,WAS,0.0,1008109
Dana Fillingim,PHA,0.0,1004045
Bob Becker,PHI,0.0,1000741
Jose Ortiz,CHW,0.0,1009860
Eric O'Flaherty,SEA,0.0,5746
Josh Hall,CIN,0.0,1784
Chan Ho Park,LAD,0.0,1267
Kevin Gausman,BAL,0.0,14107
Babe Doty,TOL,0.0,1003427
Rafael Valdez,SDP,0.0,1013316
Matt Perisho,ANA,0.0,1423
Chris Tillman,BAL,0.0,5279
Eddy Rodriguez,BAL,0.0,2193
Jesse Litsch,TOR,0.0,3688
Maikel Cleto,STL,0.0,5529
Mel Mazzera,SLB,0.0,1008317
Tom Walsh,CHC,0.0,1013580
Matt Mantei,FLA,0.0,64
Chris Perez,STL,0.0,5213
Bobby Mitchell,CIN,0.0,1008994
Press Cruthers,PHA,0.0,1002837
Scott Elbert,LAD,0.0,7489
Pat Strange,NYM,0.0,896
Grant Roberts,NYM,0.0,894
Pinky Jorgensen,CIN,0.0,1006624
Frank Naleway,CHW,0.0,1009444
Drew Henson,NYY,0.0,822
Wade Miller,HOU,0.0,568
Roy Henshaw,CHC,0.0,1005678
Duane Ward,ATL,0.0,1013609
Arnie Munoz,CHW,0.0,2111
Jerry Hinsley,NYM,0.0,1005850
Yorman Bazardo,- - -,0.0,3143
Chris Resop,FLA,0.0,3799
Earl Yingling,CLE,0.0,1014346
Francis Beltran,CHC,0.0,1530
Ed Hughes,CHW,0.0,1006153
Al Stanek,SFG,0.0,1012398
Nestor Chavez,SFG,0.0,1002169
Fergie Jenkins,PHI,0.0,1006388
Mike Payne,ATL,0.0,1010095
Joey Devine,ATL,0.0,9862
Andy Sisco,KCR,0.0,3706
Gerry Schoen,WAS,0.0,1011598
Jeff Stember,SFG,0.0,1012478
John Ennis,ATL,0.0,85
Tim Spooneybarger,ATL,0.0,1484
Bob Poser,CHW,0.0,1010463
Ed Murray,SLB,0.0,1009385
Rick Sutcliffe,LAD,0.0,1012734
Johan Santana,MIN,0.0,755
Javier Martinez,PIT,0.0,1008172
Eddie Solomon,LAD,0.0,1012268
Juan Morillo,COL,0.0,3369
Derrin Ebert,ATL,0.0,1003654
Greg Bollo,CHW,0.0,1001150
Ron Tompkins,KCA,0.0,1013114
Tim Leary,NYM,0.0,1007438
George Korince,DET,0.0,1007113
Mike Norris,OAK,0.0,1009637
Fred McMullin,DET,0.0,1008646
John Flavin,CHC,0.0,1004141
Jake Jaeckel,CHC,0.0,1006333
Rick James,CHC,0.0,1006353
Ralph Lumenti,WAS,0.0,1007829
Mike Gonzalez,BSN,0.0,1004841
Jay Franklin,SDP,0.0,1004300
Ryan Kurosaki,STL,0.0,1007214
Mel Behney,CIN,0.0,1000783
Luis DeLeon,STL,0.0,1003169
Gabe White,MON,0.0,360
Danny Silva,WAS,0.0,1011969
Fred Worden,PHA,0.0,1014253
Rudy Arroyo,STL,0.0,1000329
Fred Talbot,CHW,0.0,1012813
Jim Willoughby,SFG,0.0,1014047
Joel Finch,BOS,0.0,1004049
Bobby Castillo,LAD,0.0,1002057
Harry Sullivan,STL,0.0,1012692
Pete Hamm,MIN,0.0,1005284
Trevor Cahill,OAK,0.0,6249
Lerrin LaGrow,DET,0.0,1007255
Marcus Moore,COL,0.0,1009121
Bill Zepp,MIN,0.0,1014431
Ewell Blackwell,CIN,0.0,1001013
Dave Lemonds,CHC,0.0,1007519
Bill Whitby,MIN,0.0,1013849
George Chalmers,PHI,0.0,1002115
Gary Boyd,CLE,0.0,1001277
Jim Hickey,BSN,0.0,1005770
George Craig,PHA,0.0,1002721
Phil Saylor,PHI,0.0,1011485
Reggie Cleveland,STL,0.0,1002347
Morrie Steevens,CHC,0.0,1012458
Dave Rosello,CHC,0.0,1011206
Ike Blessitt,DET,0.0,1001070
Doc Martin,PHA,0.0,1008162
Buck Washer,PHI,0.0,1013653
Ed Albrecht,SLB,0.0,1000107
Fred Lasher,MIN,0.0,1007366
Fred Gaiser,STL,0.0,1004437
John Flannery,CHW,0.0,1004137
Hank Fischer,MIL,0.0,1004068
John Goetz,CHC,0.0,1004799
Ed Monroe,NYY,0.0,1009054
Jim Manning,MIN,0.0,1008067
Stover McIlwain,CHW,0.0,1008568
Tom McAvoy,WAS,0.0,1008335
Pete Lovrich,KCA,0.0,1007782
Phil Slattery,PIT,0.0,1012057
Bobby Tiefenauer,STL,0.0,1013057
Bruce Hitt,STL,0.0,1005862
Jose Moreno,NYM,0.0,1009164
Pete Smith,BOS,0.0,1012190
Sam Lowry,PHA,0.0,1007797
Al Veigel,BSN,0.0,1013394
Sammy Vick,NYY,0.0,1013424
Mike Cuellar,CIN,0.0,1002853
Gene Hiser,CHC,0.0,1005857
Steamboat Williams,STL,0.0,1014038
Howard Armstrong,PHA,0.0,1000312
Gary Dotter,MIN,0.0,1003426
Tyler Glasnow,PIT,0.0,14374
Armando Roche,WAS,0.0,1011086
Harry Chozen,CIN,0.0,1002207
Lars Anderson,BOS,0.0,9018
Heinie Elder,DET,0.0,1003724
Jim Dunn,PIT,0.0,1003574
Swede Larsen,BSN,0.0,1007360
Newt Kimball,CHC,0.0,1006913
Slim Harrell,PHA,0.0,1005391
Jack Enright,NYY,0.0,1003789
Squiz Pillion,PHA,0.0,1010352
Bill Hall,BRO,0.0,1005234
Paul Foytack,DET,0.0,1004287
Charlie Wiedemeyer,CHC,0.0,1013924
Walt Herrell,WAS,0.0,1005725
Jack Ogden,NYG,0.0,1009743
Pete Standridge,STL,0.0,1012397
Bill Hoffman,PHI,0.0,1005901
Jim Haislip,PHI,0.0,1005213
Bob Sprout,LAA,0.0,1012365
Tom Gorman,NYG,0.0,1004885
Roy Wright,NYG,0.0,1014293
Hans Rasmussen,CWH,0.0,1010705
Emil Planeta,NYG,0.0,1010384
Ted Welch,SLT,0.0,1013760
Vern Hughes,BAL,0.0,1006168
Phil Page,DET,0.0,1009955
Ben Froelich,PHI,0.0,1004373
Ed McDonough,PHI,0.0,1008456
Pug Cavet,DET,0.0,1002095
Steve Huntz,STL,0.0,1006213
Bud Thomas,WAS,0.0,1012966
Billy Burke,BSN,0.0,1001675
Cal McLish,- - -,0.0,1008626
Lafayette Henion,BRO,0.0,1005648
John Pyecha,CHC,0.0,1010580
Joe Landrum,BRO,0.0,1007302
Fred Ostendorf,IND,0.0,1009880
Murry Dickson,STL,0.0,1003282
Scott Garrelts,SFG,0.0,1004546
Farmer Vaughn,CIN,0.0,1013381
Eric Mackenzie,KCA,0.0,1007917
Joe Gingras,KCP,0.0,1004740
Alex Ferguson,NYY,0.0,1003984
Jack Spring,PHI,0.0,1012362
Jess Dobernic,CHW,0.0,1003342
Rudy Leopold,CHW,0.0,1007543
George Winn,BOS,0.0,1014138
Charlie Kuhns,- - -,0.0,1007205
Clarence Pickrel,PHI,0.0,1010318
Jesse Barnes,BSN,0.0,1000566
Rufus Meadows,CIN,0.0,1008707
Brad Springer,CIN,0.0,1012360
Jud McLaughlin,BOS,0.0,1008615
Reuben Ewing,STL,0.0,1003883
Mike Wallace,PHI,0.0,1013553
Harlan Pyle,CIN,0.0,1010583
Artie Dede,BRO,0.0,1003130
Bill Cramer,CIN,0.0,1002725
Irv Stein,PHA,0.0,1012468
Ed Crowley,WAS,0.0,1002827
Loy Hanning,SLB,0.0,1005321
Hal Kime,STL,0.0,1006917
Claude Davenport,NYG,0.0,1003015
Frank Stewart,CHW,0.0,1012520
Seth Sigsby,NYG,0.0,1011965
Slim McGrew,WAS,0.0,1008547
J.C. Martin,CHW,0.0,1008173
Chris Gardner,HOU,0.0,1004521
Jim Devlin,CLE,0.0,1003251
Warren Spahn,BSN,0.0,1012299
Tex Wilson,BRO,0.0,1014107
Glenn Spencer,PIT,0.0,1012323
Elmer Tutwiler,PIT,0.0,1013239
Boze Berger,CLE,0.0,1000868
Ray Collins,BOS,0.0,1002462
Walter Zink,NYG,0.0,1014449
